Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,total_abusive_word,text_abusive_word
pengguna bagus mana antara khilafah apa komunis,0,0,0,0,0,0,0,0,0,0,0,0,1,komunis
pengguna maaf salah pak kroasia mayoritas katolik,0,0,0,0,0,0,0,0,0,0,0,0,0,
antek asing antek amerika presiden plonga plongo rakyat bego upon,1,1,0,1,0,0,0,0,1,0,1,0,3,bego antek asing
kemarin berkesempatan memberikan kuliah umum di universitas hasan ih casablanca di maroko salah satu universitas terbesar di maroko dengan lebih dari 24 000 mahasiswa terima kasih atas sambutan hangat dan rasa antusiasnya,0,0,0,0,0,0,0,0,0,0,0,0,1,buta
kamu kok pintar sih tidak punya empati korban bom sepertinya bukan atau tapi bodoh tercemar,1,1,1,0,0,0,0,0,1,1,0,0,1,bodoh
al alquran dan sunah merintahkan perangi kafir berakibat memecah belah bangsa,1,0,0,1,1,0,0,0,0,0,1,0,2,berak kafir
semakin banyak komisi pemberantasan korupsi menangkap ott menunjukkan komisi pemberantasan korupsi gagal bubarkan dan serahkan kepolisian dan kejaksaan,1,0,0,1,0,0,0,0,1,0,0,1,0,
pengguna ada juga hadis yang terangkai dengan pecahnya 71 cabang di yahudi 72 di nasrani kan,0,0,0,0,0,0,0,0,0,0,0,0,0,
setelah hina kiai nu bilang sejalan dengan nu setelah hina ahok ajak gabung ahok kalian tidak mabuk kencing onta ya saudara,1,1,1,0,0,0,0,0,1,1,0,0,2,hina onta
pengguna ia itu partai komunis indonesia,0,0,0,0,0,0,0,0,0,0,0,0,2,tai komunis
begitu begitu apaan anjir,0,1,0,0,0,0,0,0,0,0,0,0,1,anjir
pengguna user wkwk sih mantan ustad di indonesia lawyers club kelihat goblok masih tidak sadar di dunia maya sakit perut gue lihat nya,1,1,1,0,0,0,0,0,1,1,0,0,1,goblok
bodoh amat mantap gue tidak terselamatkan,0,1,0,0,0,0,0,0,0,0,0,0,1,bodoh
rocky gerung kitab suci adalah fiksi,0,0,0,0,0,0,0,0,0,0,0,0,0,
cinta itu memang buta tapi jangan sampai ia memilih yang salah,0,0,0,0,0,0,0,0,0,0,0,0,1,buta
pak saya harap kementerian agama mau menggelar diskusi terbuka beradab saya siap memberi penjelasan,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna regweda adalah salah satu dari catur weda yang termasuk dalam sastra hindu dan juga kitab weda regweda adalah kitab sruti kumpulan besar sastra keagamaan hindu yang paling utama sedangkan v 75 3 merujuk pada bagian,0,0,0,0,0,0,0,0,0,0,0,0,1,edan
masa bodoh tepati janji urusan belakangan yang terpenting jadi presiden dulu,0,0,0,0,0,0,0,0,0,0,0,0,1,bodoh
komisi pemberantasan korupsi gelar program pilihan kepala daerah berintegritas,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna semua memang salah jokowi uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,0,
apa dampak dari lengsernya rezim adalah restart ekonomi dan akan banyak yang bangkrut dari kalangan mereka dan ekonomi akan di rubah menjadi sistem ekonomi syariat kemungkinan 1 tahun setelah lengser dan ekonomi,0,0,0,0,0,0,0,0,0,0,0,0,2,lengser rezim
kebun sayur di deli serdang kebun buah di binjai kebun sayur football stadium sekolah dasar katolik karya yosef evi layanto is ronaldo pardede si istri su pin is ronaldo pardede si istri the lie tju is ronaldo pardede si istri,0,0,0,0,0,0,0,0,0,0,0,0,0,
gerakan hari ini sekadar mengingatkan kita pernah menentang sistem otoriter jangan sampai nanti tidak bisa mengkritik lagi baru menyesal otoriter,1,0,1,0,0,0,0,0,1,1,0,0,0,
apa hasilnya susilo bambang yudhoyono berkuasa selama 10 tahun proyek pada mangkrak dan korupsi besar besaran uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,0,
kalau ini benar terjadi manusia perlu waspada,0,0,0,0,0,0,0,0,0,0,0,0,0,
geblek ya kamu sudah jam segini masih diajak bercanda ini juga gue masih mau kerja dan memikirkan detailnya,1,1,1,0,0,0,0,0,1,1,0,0,2,tai geblek
yang salah itu mengira bahwa cuma isi ajaran agamanya saja yang tokcer yang lain evil contoh simpel ulama kotbah soal kemaslahatan bersama itu sebenarnya kotbah generik mau agamanya apa pasti umumnya setuju soal kepentingan bersama bahkan yang ateis kayak gu,0,0,0,0,0,0,0,0,0,0,0,0,1,ateis
pak jokowi tegas diktator ramah antek cina bilang lindungi negara kesatuan republik indonesia hati dibubarkan protes bilang bantu rohingya dibantu eh dikata pencitraan,1,0,1,0,0,0,0,0,1,1,0,0,1,antek
4 menurut presiden pengguna menjelang penyelenggaraan yang sudah semakin dekat ini publikasi luas merupakan hal yang penting baik di media nasional maupun internasional jokowi pacu promosi asian games ayo promosikan asian games 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna sama gincu saja tidak berani dasar banci,1,1,1,0,0,0,0,1,0,1,0,0,1,banci
bawa bawa google ah tai del,0,1,0,0,0,0,0,0,0,0,0,0,1,tai
nyanyi bareng yuk,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna semua instansi internasional itu bagi cebong adalah kaum radikal,1,1,0,1,0,0,0,0,1,0,1,0,2,bong cebong
biarlah rama berkata biarlah shinta berucap aku hanya tertunduk malu aku hanya meratap sedih biarlah rama shinta bercerita tentang asmara aku hanya terdiam bisu mendengar melihat kisah percintaan mereka karena aku hanyalah wayang yang senantiasa,0,0,0,0,0,0,0,0,0,0,0,0,1,bisu
salat dan hijab wajib hukumnya berarti dia masih baik dia jadi lesbi pasti ada alasan nya dekati dia ajak cerita apa yang terjadi sama dia dukung dia perlahan lahan dia pasti mau berubah dan meninggalkan itu semua,0,0,0,0,0,0,0,0,0,0,0,0,1,lesbi
foto ini menampar saya awalnya saya hanya sekilas melihat foto yang banyak disebarkan ini dimana habib luthfi bin yahya sedang menangis memeluk seorang ulama pada konferensi internasional bela,0,0,0,0,0,0,0,0,0,0,0,0,1,edan
kata enggak berpengaruh begitu enggak lolos pt baru menyesal mengapa jadi partai semangka ini baru wow 2019 ganti presiden,1,0,0,1,0,0,0,0,1,0,1,0,1,tai
ketua dewan perwakilan rakyat budaya tak identik pertunjukan seni,0,0,0,0,0,0,0,0,0,0,0,0,0,
banyak banget lelaki berengsek di dunia ini mudah mudahan kamu tidak termasuk ya uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,1,berengsek
kuat berapa ronde hihi ngentot sange,0,1,0,0,0,0,0,0,0,0,0,0,2,ngentot sange
jangan hoaks kata low back pain mau rupiah selemah apapun tidak jadi masalah tidak ada pengaruh apa apa bagi ekonomi apalagi sampai bikin rugi badan usaha milik negara pokoknya selama jokowi presiden mau rupiahnya melemah menjadi dua puluh ribu pun indonesia akan aman aman saja,0,0,0,0,0,0,0,0,0,0,0,0,0,
lengserkan pengkhianat yang menusuk dari belakang serta antek anteknya di sama,1,0,0,1,0,0,0,0,1,0,0,1,2,antek lengser
sebagai orang kristen maka iman kasih pengharapan merupakan dasar kehidupan kita,0,0,0,0,0,0,0,0,0,0,0,0,0,
kerja sama yang baik antara pemerintah pusat pemerintah daerah dan swasta untuk mewujudkan bandara yang megah,0,0,0,0,0,0,0,0,0,0,0,0,0,
kisah nyata malin kundang 100 daftar nama yang mengucapkan kalimat jangan ngewe dengan wanita itu itu yaitu 1 kementerian agama 2 ciputat 3 ciputat raya 4 bendi negara 5 bendi kepolisian 6 bendi tahanan 7 surat keterangan catatan kepolisian 8 dari sabang sampai sama,1,1,0,1,0,0,0,1,0,0,1,0,1,ngewe
bekerja lah untuk duniamu seakan engkau hidup selamanya beramal lah untuk akhiratmu seakan esok hari engkau telah tiada,0,0,0,0,0,0,0,0,0,0,0,0,0,
saya pribumi kristen dan mendukung ahok tapi saya paling anti dengan manusia manusia bodoh dan goblok seperti steven hadisurya sulistyo,1,1,1,0,0,0,0,0,1,1,0,0,2,bodoh goblok
asisten gubernur kepala departemen kebijakan ekonomi dan moneter bi dody budi waluyo mengatakan,0,0,0,0,0,0,0,0,0,0,0,0,1,nete
minoritas muslim rohingya sekian lama dizalimi,1,0,0,1,1,1,0,0,0,0,1,0,0,
barangkali seperti itu sudut pandangnya agar memudahkan dalam perawatan namun sebagai cagar budaya apa gunanya rg tanpa masyarakat adatnya dengan dihibahkan ke pemerintah daerah masyarakat adat akan kehilangan kepemilikan atas salah satu dasar bakau bernegara,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna ahok penista agama kembali mengolok olok surat al al maidah 51 cc,1,1,1,0,1,0,0,0,0,1,0,0,1,nista
6 presiden juga mengingatkan soal regulasi yang menghambat pelaksanaan berusaha baik di kementerian di tingkat provinsi di tingkat kabupaten di tingkat kota presiden meminta sekali lagi untuk dipangkas sebanyak banyaknya dan disederhanakan ratas,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna serban putih jubah putih hati nya busuk busuk se busuk tai onta bro,1,1,0,1,0,0,0,0,1,0,1,0,2,tai onta
tidak heran kan aslinya anda burik,1,1,1,0,0,0,0,0,1,1,0,0,1,burik
kemenangan anies sandi berdiri di atas bahu orang orang yang terkena kasus hukum fitnah,1,0,1,0,0,0,0,0,1,1,0,0,0,
sih kutil babi telah melecehkan pribumi dan umat islam iklan ahok jahat,1,1,1,0,0,0,0,0,1,1,0,0,1,babi
mungkin dia belum siap buat come out mungkin karena di indonesia masih sangat banyak orang yang tidak menerima lgbt dan pacar kamu belum siap kayak di asingkan di negeri sendiri sabar saja dulu ya,0,0,0,0,0,0,0,0,0,0,0,0,2,asing lgbt
forum koordinasi pimpinan daerah siap wujudkan pilihan kepala daerah tanpa politik uang dan isu sara,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna user pengguna saya ada disetiap aksi bela islam dari para penghina agama siapapun dia mau sebarisan atau tidak bukan kaum munafik yang bela islam kalau pelakunya dari kelompok lah,0,0,0,0,0,0,0,0,0,0,0,0,2,hina munafik
tujuan dari proses kekuasaan adalah keamanan kesejahteraan dan keadilan bagi rakyat politician academy positif lugas dan mencerahkan,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengajuan praperadilan sebagaimana di atur dalam pasal 79 jo 77 kitab undang undang hukum pidana dapat diajukan kepada ketua pengadilan negeri setempat jika terbukti bahwa razia kesusilaan tersebut cacat prosedural maka status tersangka bisa dibatalkan oleh hakim karena dianggap,0,0,0,0,0,0,0,0,0,0,0,0,1,cacat
gue ketemu anjir di depan gue,0,1,0,0,0,0,0,0,0,0,0,0,1,anjir
ya sex is keren but have kamu ever menumpuk piring di tengah meja setelah makan bawa lagi sampah keluar habis menonton bioskop tidak cancel ojek online sembarangan tidak memanggil orang main handphone dengan sebutan autis belajar diam daripada berbicara tapi menjatuhkan ju,0,0,0,0,0,0,0,0,0,0,0,0,3,buta sampah autis
penggunaan make up skincare yang mengandung merkuri walau dipakai sedikit seperti lipstik di bibir tapi ternyata dapat meresap melalui pori pori r pada wanita hamil merkuri yang terserap bisa mengakibatkan pertumbuhan janin terhambat c,0,0,0,0,0,0,0,0,0,0,0,0,0,
bahkan penganut islam nusantara tak pernah mengecam partai komunis indonesia,0,0,0,0,0,0,0,0,0,0,0,0,2,tai komunis
2 ataukah kamu hai orang orang yahudi dan nasrani mengatakan bahwa ibrahim isma il ishaq ya qub dan,0,0,0,0,0,0,0,0,0,0,0,0,0,
pekerja cina proyek jalan tol lempar bendera merah putih cuma dihukum hormat bendera di deportasi lah,1,0,0,1,0,1,0,0,0,0,1,0,0,
terus jualannya di forum konservasi leuser begitu ngamprah haha bani kampret logikanya kacau,1,1,0,1,0,0,0,0,1,0,1,0,2,kampret bani
jaaaaaaancuuuuuuuk kamu lips service para bani onta,1,1,1,0,0,0,0,0,1,1,0,0,2,onta bani
maksudnya sih mau pencitraan apa daya lain pula kesan yang diberikan 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0,0,
mun rocky gerung komentar adalah seperti ini isinya tragedi tersebut terjadi bermula dari seorang ibu yang mencuri itu merupakan bukti bahwa rezim ini tidak mampu untuk menyelesaikan masalah kemiskinan wkwk,0,0,0,0,0,0,0,0,0,0,0,0,1,rezim
kalau kamu cari yang menggabungkan dua budaya tanpa menghilangkan ciri khasnya akulturasi,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna ketua cebong kiraan pintar enggak taunya cuma modal link kik kik kik padahal katanya s3 lo,1,1,1,0,0,0,0,0,1,1,0,0,2,bong cebong
cek yuk ketua komisi ih yakin jokowi tolak penghapusan pilihan kepala daerah langsung ketua komisi ih,0,0,0,0,0,0,0,0,0,0,0,0,0,
pada tahun 2045 indonesia diprediksikan menjadi negara ekonomi terbesar no 4 di dunia tentunya era tersebut milik generasi muda untuk itu diperlukan kesiapan bekal kompetensi yang kuat agar generasi muda siap memasuki era ekonomi digital revolusi industri ge,0,0,0,0,0,0,0,0,0,0,0,0,0,
sementara foto ini sedang hit di kalangan pemuka agama,0,0,0,0,0,0,0,0,0,0,0,0,1,edan
pengguna ya kalau harga petani tinggi tetapi persediaan enggak cukup untuk bisa men supply seluruh indonesia ya buat apa akhirnya harga gabah petani yang di beli tengkulak melambung tinggi karena langka makannya diambil kebijakan untuk menstabilkan,0,0,0,0,0,0,0,0,0,0,0,0,0,
besar badan daripada titit huhu,0,1,0,0,0,0,0,0,0,0,0,0,1,titit
presiden joko widodo meminta agar sistem perizinan berusaha terintegrasi secara online atau online single rakyat bersama jokowi,0,0,0,0,0,0,0,0,0,0,0,0,0,
hasan al bashri berkata mereka para ulama berkata akhlak kaum mukminin yang paling utama adalah sama beri maaf az zuhud imam ahmad 1 287,0,0,0,0,0,0,0,0,0,0,0,0,0,
presiden disebutkan akan meninjau acara yang diadakan oleh direktorat jenderal bea cukai bertema silaturahmi presiden ri dengan pengguna fasilitas kepabeanan dan peluncuran perizinan online pada selasa 27 maret 2018,0,0,0,0,0,0,0,0,0,0,0,0,1,silit
kurang juni sudah jadi trio bangsat deh,1,1,0,1,0,0,0,0,1,0,1,0,1,bangsat
pertamina rugi garuda rugi perusahaan listrik negara rugi kamu rugi dan banyak lagi badan usaha milik negara yang rugi yang paling rugi adalah rakyat indonesia karena dipimpin oleh orang dungu kerugian massal 2019 ganti presiden,1,1,1,0,0,0,0,0,1,1,0,0,1,dungu
pengguna mirip ahok waktu pilihan kepala daerah daerah khusus ibu kota bagi bagi sembako tapi tetap kalah telak hampir 16,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna user iya rakyat diadu domba sama jokowi perintah partai dan taipannya,1,0,0,1,0,0,0,0,1,0,1,0,1,tai
pengguna user pengguna user pengguna disunat dulu itu titit jangan kalah sama anjingnya ahok hehe,1,1,1,0,0,0,0,1,0,1,0,0,2,anjing titit
pengguna terima kasih yang telah menjaga pancasila selama 32 tahun dari ancaman bahaya laten komunis,0,0,0,0,0,0,0,0,0,0,0,0,1,komunis
bukti persahabatan sejati putra mantan presiden dengan putra presiden semoga abadi seabad usia kupon nya,0,0,0,0,0,0,0,0,0,0,0,0,0,
rakyat indonesia jutaan mencari pengganti jokowi kok bingung otak buntu nih cebong,1,1,1,0,0,0,0,0,1,1,0,0,2,bong cebong
lagu kebangsaan yunani mempunyai 158 bait 19 kata depp dalam bahasa jerman artinya idiot,0,0,0,0,0,0,0,0,0,0,0,0,1,idiot
semoga dilancarkan mayoritas pemilih di jawa timur menginginkan saifullah yusuf atau gus ipul menjadi gubernur provinsi jawa timur semua bersaudara semua makmur gus ipul puti menang gus ipul mbak puti,0,0,0,0,0,0,0,0,0,0,0,0,0,
tangkap pengunggah obrolan mesum kasus rekayasa rekayasa kelompok kiri pesanan sih kiri untuk tujuan kekuasaan sih kiri lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1,1,lengser
kamu memang sudah manusia homo kan anjir,1,1,1,0,0,0,0,0,1,1,0,0,2,anjir homo
a tenang selalu mempersiapkan diri dan tidak suka telat,0,0,0,0,0,0,0,0,0,0,0,0,0,
sejumlah tokoh dari presiden ke 3 ri baju habibie hingga ketua dewan pembina golkar aburizal bakrie hadir lima puluh tiga tahun golkar,0,0,0,0,0,0,0,0,0,0,0,0,0,
yang di depan pada minggir buat memberi jalan yang turun eh yang belakang maju ke tengah kan pada meminta di jorokkan bego,1,1,0,1,0,0,0,0,1,0,1,0,1,bego
pengguna dari rakyat oleh rakyat dan untuk rakyat itulah figur pak pengguna yang teriak anti asing asing justru merekalah yang pro asing asing kubu oposan kebanyakan minum oplosan iya mendem 2019 tetap jokowi 2019pilih,1,1,0,1,0,0,0,0,1,0,1,0,1,asing
tolol memang kelompok anjing,1,1,0,1,0,0,0,0,1,0,1,0,2,anjing tolol
di myanmar yang mayoritas bukan islam mereka menindas membunuh muslim saatnya kita jihad dengan segala yang kita punya jihad harta,1,0,0,1,1,0,0,0,0,0,1,0,0,
wah pak anies juga pernah berfoto dengan ahok berarti dia penista agama juga dong uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,1,nista
gara gara begini ini tuan guru bajang jadi terang benderang melihat pihak yang kerja dengan niat majukan bangsa disusul adik yusuf yang mulai melihat isu asing tidak benar pengguna,0,0,0,0,0,0,0,0,0,0,0,0,1,asing
bagaimana dong goblok banget aku nih main screenshot cerita instagram cowok yang habis sidang skripsi haha caca memang bego banget panik asli bagaimana ini,0,1,0,0,0,0,0,0,0,0,0,0,2,bego goblok
sabar saja tunggu tahun 2019 tidak usah kebelet ya prabowo,1,0,1,0,0,0,0,0,1,1,0,0,0,
mana panitia khusus dewan perwakilan rakyat hak angket divestasi freeport butakah anda divestasi freeport dengan skema kredit perbankan adalah modus keruk rente rezim untuk logistik pemilihan presiden dan perkaya diri oknum penguasa,1,0,1,0,0,0,0,0,1,1,0,0,2,buta rezim
rasanya asing kamu try dulu nanti bagi testimoni haha,0,0,0,0,0,0,0,0,0,0,0,0,1,asing
atomg kepo suka tidak sama monyet,0,0,0,0,0,0,0,0,0,0,0,0,1,monyet
daripada bacot ini itu dan menyakiti orang lain mending bercermin,0,1,0,0,0,0,0,0,0,0,0,0,1,bacot
pengguna kakak kamu bila nak kahwin aku malas mak kamu tak ada pakwe ke aku malas mak kamu cari lah pakwe kawan lelaki kamu k,0,0,0,0,0,0,0,0,0,0,0,0,0,
makin hari berita makin lucu saja akrobat politik dilakukan demi menggerus elektabilitas presiden jokowi yang begitu tinggi,0,0,0,0,0,0,0,0,0,0,0,0,0,
undang undang md3 bagaimana itu,0,0,0,0,0,0,0,0,0,0,0,0,0,
deklarasi pilihan kepala daerah 2018 aman dan anti hoaks pb jabon,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna user pengguna user pengguna user pengguna user pengguna user menutupi badannya pakai taplak buru,0,0,0,0,0,0,0,0,0,0,0,0,1,taplak
ini masih bicara soal pakaian di sampai sama kalau pengalaman di universitas univ katolik melarang tidak menaungi organisasi kemahasiswaan di luar katolik tidak dapat uang usaha kecil menengah tidak boleh pakai fasilitas kampus untuk kegiatan tidak boleh open recruitment promosi universitas islam,0,0,0,0,0,0,0,0,0,0,0,0,1,silit
polisi lagi selidiki asma terkait tidak sama sih anies sandi kalau terkait jadi ramai nih gubernur hasil menyebar kebencian uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,0,
tomohon juga merupakan pusat pembelajaran agama kristen dan katolik ada tempat khusus untuk berdoa dan meditasi yang disebut bukit kasih sebuah tempat suci yang indah dan tenang tomohon international flower festival,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna ooo jadi islam nusantara itu qiyas dari hindu nusantara,0,0,0,0,0,0,0,0,0,0,0,0,0,
cek komisi pemberantasan korupsi periksa gubernur sumatra utara dan calon wakil gubernur ijeck sah komisi pemberantasan korupsi memeriksa gubernur sumatra,0,0,0,0,0,0,0,0,0,0,0,0,0,
lalat adalah serangga pertama yang akan menemukan bangkai walaupun ditempat yang paling tersembunyi sekalipun,0,0,0,0,0,0,0,0,0,0,0,0,1,bangkai
pengguna pro rakyat asing,0,0,0,0,0,0,0,0,0,0,0,0,1,asing
berengsek anjirittt siaaaaallllllll aku benciiiiiiiiiiiiiiiiiiiii jahaaaaaaaaaaatttttttt,1,1,1,0,0,0,0,0,1,1,0,0,2,anjir berengsek
iklan ahok jahat ahok menciptakan bara api antara rakyat pribumi dengan tionghoa yang dibalut dengan fobia ahok kafir racist,1,1,1,0,1,1,0,0,0,1,0,0,1,kafir
buya yahya itu salah satu ulama nu yang lurus tidak menukar agamanya dengan uang pangkat dan kedudukan maka suara buya yahya adalah suara kebenaran,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna madinah itu sebuah negara yang dipimpin rasulullah dan dilanjutkan khulafaur rasyidin buktinya rasul mengirimkan surat ke berbagai negara melakukan perjanjian dengan negara lain mengatur ekonomi masyarakat berjihad melawa,0,0,0,0,0,0,0,0,0,0,0,0,0,
ph for all di mana semua ideologi dan agenda boleh bersarang dan berkubang di dalamnya liberal sekuler syiah ah evangelis humanis ateis feminis free thinker murtad dan lgbt serta islamis entah apa lagi makhluk atau spesies yang akan join,0,0,0,0,0,0,0,0,0,0,0,0,2,ateis lgbt
ketika berbicara sylvi kelihatan oke tapi begitu didebat ahok sylvi langsung kekuatan goblok,1,1,1,0,0,0,0,0,1,1,0,0,1,goblok
kalau dicalonpresidenkan banyak kalangan asing asing dan teman temannya serta media pendukungnya ramai ramai menolak mereka khawatir kejahatan dan main kotornya di negeri ini akan diberangusss seperti reklamasi di jakarta 2019 ganti presiden,1,0,0,1,0,0,0,0,1,0,1,0,1,asing
kunyuk nih orang jangan kasih kendor nih segera ciduk,1,1,1,0,0,0,0,0,1,0,0,1,1,kunyuk
kemenangan anies sandi seharusnya batal demi hukum,1,0,1,0,0,0,0,0,1,1,0,0,0,
saya bilang semua yang datang dari nabi itu sunnah amalkan yang masih relevan relevansinya itu apakah sunnah ini membuat mudarat apa tidak ex kemana mana naik onta kalau tidak sesuai dengan hasanah lokal tetapi tidak ada mudaratnya ya tetap bisa di amalkan tidak usah,0,0,0,0,0,0,0,0,0,0,0,0,1,onta
bangsat kuadrat memang ya kamu,1,1,1,0,0,0,0,0,1,1,0,0,1,bangsat
pelapor ganjar pranowo adalah djuju purwantoro yang juga adalah lebih bang jafar bang jafar adalah pendukung anies dan sandi di daerah khusus ibu kota silakan simpulkan sendiri arah pelaporan terhadap ganjar pranowo yang hanya bacakan puisi karya gus mus,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna selalu dalam damai untuk kamu untukmu agamamu untukku agamaku begitu dalam kitab suci alquran an jadi orang kristen yang taat saja dan urusan muslim untuk menjadi muslim yang taat juga kalau kamu hormat sebagian,0,0,0,0,0,0,0,0,0,0,0,0,0,
allah memberikan dunia kepada manusia yang dia cintai dan yang dia benci tetapi dia tidak memberikan kesadaran ber agama kecuali kepada yang dia cintai maka barang siapa yang diberikan kesadaran ber agama oleh allah berarti ia dicintai oleh nya hari a,0,0,0,0,0,0,0,0,0,0,0,0,1,tai
pengguna admin kok dendaman enggak usah jadi admin tolol,1,1,1,0,0,0,0,0,1,1,0,0,1,tolol
sa saja kamu upil onta,1,1,1,0,0,0,0,0,1,1,0,0,1,onta
mungut dimana lagi itu orang tampang cebong kok mengaku ulama muda,1,1,1,0,0,0,1,0,0,1,0,0,2,bong cebong
ya sudah apalagi yang harus di tunggu ini sudah keluar jalur nya lengserkan jokowi jokowi end,1,0,1,0,0,0,0,0,1,0,0,1,1,lengser
rakyat indonesia akan lihat azab yang akan kamu dapat poltak mulut bangkai di pelihara,1,1,1,0,0,0,1,0,0,1,0,0,1,bangkai
aku selalu buat keputusan terus dari hati aku terus cakap itu terkadang macam bodoh tah lah,0,1,0,0,0,0,0,0,0,0,0,0,1,bodoh
light rail transit ya allah barel ada barang diduga bom merinding asli ya allah takut mana tadi sempat mau beli dimsum tidak terbayang kalau sampai kejadian,0,0,0,0,0,0,0,0,0,0,0,0,0,
semua diklaim sama bani bong dari yang paling toleran paling pancasilais paling bineka paling aktivis dan sampai paling islamis eealahh dasar tutup botol penyok,1,1,1,0,0,0,0,0,1,1,0,0,2,bong bani
pengguna setuju presiden partai keadilan sejahtera,0,0,0,0,0,0,0,0,0,0,0,0,1,tai
janji buka 10 juta lapangan pekerjaan tapi malah buat peraturan presiden memuluskan tenaga kerja asing janji swasembada pangan dalam 3 tahun nyatanya impor beras garam dan lain lain janji akan turunkan harga bahan bakar minyak dan tarif dasar listrik nyatanya bahan bakar minyak dan tarif dasar listrik din,0,0,0,0,0,0,0,0,0,0,0,0,1,asing
kalau hanya sekadar kata maaf dimana lagi letak martabat wibawa negara kesatuan republik indonesia sebagai negara yang berdaulat pengguna user pengguna user pengguna negara kesatuan republik indonesia tanah pribumi selamatkan negara kesatuan republik indonesia 20,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna penjarakan penista agama atau turun hypertext transfer protocol over secure socket layer t co vqh0tnxarz,1,1,0,1,0,0,0,0,1,0,0,1,1,nista
besok kalau prabowo jadi mencalonkan presiden dan teriak teriak kita ini sama indonesia jangan dipercaya ya dia saja pakai isu sara selama ini nih,1,0,1,0,0,0,0,0,1,1,0,0,0,
kamu tak tau waktu tahun baru dia valak lagi tai banget,0,1,0,0,0,0,0,0,0,0,0,0,1,tai
waduh sih banci bikin sensasi lagi nih uniform resource locator,1,1,1,0,0,0,0,1,0,1,0,0,1,banci
nanti kalau sudah menjabat bikin lagi saja kampung anies sandi yang lain merusuhi kerja orang saja,1,0,1,0,0,0,0,0,1,1,0,0,0,
jangan menjahati anak orang baru juga sekali sudah dibeginikan haha memang mau berapa kali kamu menjahati anak orang suparji mau sekali seribu kali juga kamu jahat titit sinting ya,1,1,1,0,0,0,1,0,0,1,0,0,2,sinting titit
pengguna melayu hidang daging lembu pada tetamu hindu pula di mana sensitivitas mereka,1,0,0,1,1,1,0,0,0,0,1,0,0,
pak kementerian agama tak perlu urus teroris islam tapi orang seperti anda gus mus agar buang islam,1,0,0,1,1,0,0,0,0,0,1,0,0,
sampai lupa besok pagi sidang pendadaran haha anjir anjir mampus,0,1,0,0,0,0,0,0,0,0,0,0,2,anjir mampus
pengguna user wah paham betul jawa timur kok tidak jadi penasihat gubernur toh mas kok malah buruh pabrik sayang potensimu mas eh,0,0,0,0,0,0,0,0,0,0,0,0,0,
untuk lengserkan jokowi megawati lengserkan dulu ahok untuk lengserkan ahok padamkan dulu lilin sepanjang nusantara,1,0,1,0,0,0,0,0,1,0,0,1,1,lengser
mau membantu lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1,1,lengser
kuat memfitnah itu menteri agama sudah begitu lgbt adalah haram bila pak lebai fitnah suci manifesto ph menstabilkan harga minyak telah dibuat next generation network memberi subsidi harga minyak yang ditanggung oleh kerajaan,0,0,0,0,0,0,0,0,0,0,0,0,1,lgbt
bengkalis jadi tuan rumah pekan ilmiah olahraga dan seni mahasiswa diperkirakan 3 000 mahasiswa kampus islam riau kepulauan riau ikut,0,0,0,0,0,0,0,0,0,0,0,0,0,
calon calon dimarahi bos langsung meminta resign cupu,1,1,1,0,0,0,0,0,1,1,0,0,1,cupu
tempat favorit kerjain tugas adalah bux karena kita sering dapat kupon gratis dari teman sok lucky lah mengerjakan tugas plus curhat pokoknya baru pulang pas sudah ditelepon kalau tidak makan mi ayam rica biasanya kita jajan mi goreng,0,0,0,0,0,0,0,0,0,0,0,0,0,
prabowo anis matta cocok sebesar apapun masalah yang kita hadapi benteng kebahagiaan kita tak boleh tersentuh pengguna user pengguna user pengguna,0,0,0,0,0,0,0,0,0,0,0,0,0,
banyak yang menyerang wa ada yang kira wa cebong,0,1,0,0,0,0,0,0,0,0,0,0,2,bong cebong
